FeeCategoryName,ItemName,RevenueCategoryName,Amount,AmountWithNoTax,TaxTotal,OrgMemberId,OrgMemberFamilyId,MembershipName,Start,End,CourtLabels,PaymentType,TransactionType,TransactionId,TransactionDate,PaidDate,ItemCost
Event Registration,Big Dill Ladder League - Session 2 Womens 3.5-3.5+ Ladder League,Organized Play Fees (6004),180.0,180.0,0.0,4971642,1471975.0,Basic Membership w. Payment Plan,2024-11-18T18:00:00,2024-11-18T20:00:00,,Credit Card,Fee,41082740,2024-10-29T11:38:21.83,2024-12-16T21:48:53.647,
Reservation,Reserve Court: Singles,Court Fees (6002),60.0,60.0,0.0,5716310,,DROP IN (FREE Membership - $10 When You Come),2024-11-17T08:00:00,2024-11-17T09:00:00,Court #6,Credit Card,Fee,41094431,2024-10-29T14:01:10.36,2024-12-16T21:55:23.02,
Event Registration,High Intermediate AM - Open Play High Intermediate 3.5-3.75,Organized Play Fees (6004),15.0,15.0,0.0,4391788,,Premium Membership w. Payment Plan,2024-11-01T11:00:00,2024-11-01T13:00:00,"Court #4, Court #5, Court #6",Credit Card,Fee,41099053,2024-10-29T14:54:21.703,2024-12-16T21:44:23.847,
Event Registration, High Intermediate - Open Play High Intermediate 3.5-3.5+,Organized Play Fees (6004),17.0,17.0,0.0,4010709,940128.0,Basic Membership w. Payment Plan,2024-11-03T11:00:00,2024-11-03T13:00:00,"Court #7, Court #8",Credit Card,Fee,41110090,2024-10-29T17:10:12.643,2024-12-06T07:59:48.013,
Event Registration,All Levels w/ Challenge Court - All You Can Play $15 Flat - Free with Basic and Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,3657082,,The Founders,2024-11-01T19:00:00,2024-11-01T23:59:00,"Court #7, Court #8",Credit Card,Fee,41113539,2024-10-29T17:54:51.03,2024-12-16T21:37:00.807,
Event Registration, High Intermediate - Open Play High Intermediate 3.5-3.5+,Organized Play Fees (6004),17.0,17.0,0.0,3652960,,The Founders,2024-11-03T11:00:00,2024-11-03T13:00:00,"Court #7, Court #8",Credit Card,Fee,41121669,2024-10-29T19:43:48.817,2024-12-16T21:36:50.75,
Reservation,Reserve Court: Doubles,Court Fees (6002),30.0,30.0,0.0,4592412,,DROP IN (FREE Membership - $10 When You Come),2024-11-09T18:30:00,2024-11-09T20:30:00,"Court #7, Court #8",Credit Card,Fee,41164935,2024-10-30T12:27:14.24,2024-12-16T21:46:11.66,
Event Registration,Big Dill Ladder League - Session 2 Womens 3.5-3.5+ Ladder League,Organized Play Fees (6004),180.0,180.0,0.0,4241427,,Basic Membership w. Payment Plan,2024-11-18T18:00:00,2024-11-18T20:00:00,,Credit Card,Fee,41165648,2024-10-30T12:35:44.513,2024-12-16T21:41:21.02,
Reservation,Reserve Court: Doubles,Court Fees (6002),270.0,270.0,0.0,4312165,,DROP IN (FREE Membership - $10 When You Come),2024-11-04T17:00:00,2024-11-04T19:00:00,"Court #6, Court #7, Court #8",Credit Card,Fee,41174307,2024-10-30T14:29:33.1,2024-12-16T21:43:29.403,
Reservation,Reserve Court: Doubles,Court Fees (6002),270.0,270.0,0.0,4312165,,DROP IN (FREE Membership - $10 When You Come),2024-11-11T17:00:00,2024-11-11T19:00:00,"Court #6, Court #7, Court #8",Credit Card,Fee,41174560,2024-10-30T14:32:39.51,2024-12-16T21:43:29.403,
Event Registration,Intermediate - Open Play Intermediate 3.0-3.5,Organized Play Fees (6004),15.0,15.0,0.0,3639957,,DROP IN (FREE Membership - $10 When You Come),2024-11-04T11:00:00,2024-11-04T13:00:00,"Court #3, Court #4, Court #5",Credit Card,Fee,41190055,2024-10-30T17:42:27.707,2024-12-16T21:36:37.86,
Event Registration,Low Advanced - 3.75 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,3652818,882602.0,Premium Membership w. Payment Plan,2024-11-02T07:00:00,2024-11-02T09:00:00,"Court #4, Court #5",Credit Card,Fee,41192274,2024-10-30T18:06:28.97,2024-12-16T21:36:48.203,
Event Registration,Big Dill Ladder League - Session 2 Womens 3.5-3.5+ Ladder League,Organized Play Fees (6004),180.0,180.0,0.0,3636509,1057373.0,The Founders,2024-11-18T18:00:00,2024-11-18T20:00:00,,Credit Card,Fee,41210899,2024-10-30T22:46:28.72,2024-12-16T21:44:26.573,
Event Registration,Low Advanced - 3.75 - Win 75% of games 2 consecutive sessions to be eligible to Verify for 4.0+ (Talk to Rob),Organized Play Fees (6004),27.0,27.0,0.0,6740871,1094905.0,Sweet & Sour,2024-11-03T07:00:00,2024-11-03T09:00:00,Court #6,Credit Card,Fee,41211128,2024-10-30T22:53:06.953,2024-12-16T21:47:17.143,
Event Registration,Advanced - 4.25+ Invitational Group,Organized Play Fees (6004),20.0,20.0,0.0,4130360,958087.0,Premium Membership w. Payment Plan,2024-11-05T20:00:00,2024-11-05T23:59:00,"Court #6, Court #7, Court #8",Credit Card,Fee,41239695,2024-10-31T09:22:57.757,2024-12-16T21:39:50.76,
Event Registration, High Intermediate - Open Play High Intermediate 3.5-3.5+,Organized Play Fees (6004),17.0,17.0,0.0,4391788,,Premium Membership w. Payment Plan,2024-11-03T11:00:00,2024-11-03T13:00:00,"Court #7, Court #8",Credit Card,Fee,41253591,2024-10-31T12:34:34.047,2024-12-16T21:44:23.847,
Event Registration,Low Advanced AM - Open Play Low Advanced 3.75,Organized Play Fees (6004),15.0,15.0,0.0,4322512,,(MONTHLY) Bread & Butter - ($25 + Tax),2024-11-01T07:00:00,2024-11-01T09:00:00,"Court #5, Court #6",Credit Card,Fee,41281136,2024-10-31T19:13:46.76,2024-12-11T23:09:23.597,
Event Registration,High Intermediate AM - Open Play High Intermediate 3.5-3.75,Organized Play Fees (6004),25.0,25.0,0.0,5016892,,DROP IN (FREE Membership - $10 When You Come),2024-11-01T11:00:00,2024-11-01T13:00:00,"Court #4, Court #5, Court #6",Credit Card,Fee,41285094,2024-10-31T20:19:37.187,2024-12-16T21:49:22.277,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,4130360,958087.0,Premium Membership w. Payment Plan,2024-11-01T07:00:00,2024-11-01T08:00:00,Court #1,Credit Card,Fee,41291735,2024-10-31T22:43:27.453,2024-12-16T21:39:50.76,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,4331097,,Premium Founders w/ Payment,2024-11-01T07:00:00,2024-11-01T08:00:00,Court #1,Credit Card,Fee,41291736,2024-10-31T22:43:27.47,2024-12-16T21:43:47.883,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,4431993,,DROP IN (FREE Membership - $10 When You Come),2024-11-01T07:00:00,2024-11-01T08:00:00,Court #1,Credit Card,Fee,41291738,2024-10-31T22:43:27.497,2024-12-16T21:44:55.833,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,4130360,958087.0,Premium Membership w. Payment Plan,2024-11-01T08:00:00,2024-11-01T09:00:00,Court #1,Credit Card,Fee,41291775,2024-10-31T22:44:10.6,2024-12-16T21:39:50.76,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,4331097,,Premium Founders w/ Payment,2024-11-01T08:00:00,2024-11-01T09:00:00,Court #1,Credit Card,Fee,41291776,2024-10-31T22:44:10.61,2024-12-16T21:43:47.883,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,4431993,,DROP IN (FREE Membership - $10 When You Come),2024-11-01T08:00:00,2024-11-01T09:00:00,Court #1,Credit Card,Fee,41291778,2024-10-31T22:44:10.623,2024-12-16T21:44:55.833,
Event Registration,High Intermediate AM - Open Play High Intermediate 3.5-3.75,Organized Play Fees (6004),15.0,15.0,0.0,3694719,,The Founders,2024-11-01T11:00:00,2024-11-01T13:00:00,"Court #4, Court #5, Court #6",Credit Card,Fee,41304939,2024-11-01T07:40:30.88,2024-12-16T21:37:43.187,
Event Registration,Private Event - Glenn's Private Group,Court Fees (6002),13.0,13.0,0.0,5569074,1391077.0,DROP IN (FREE Membership - $10 When You Come),2024-11-05T11:00:00,2024-11-05T13:00:00,"Court #1, Court #2, Court #3, Court #4",Credit Card,Fee,41306082,2024-11-01T08:00:32.717,2024-12-16T21:54:08.767,
Event Registration,Private Event - Glenn's Private Group,Court Fees (6002),13.0,13.0,0.0,5569107,1391077.0,DROP IN (FREE Membership - $10 When You Come),2024-11-05T11:00:00,2024-11-05T13:00:00,"Court #1, Court #2, Court #3, Court #4",Credit Card,Fee,41306083,2024-11-01T08:00:32.727,2024-12-16T21:54:08.767,
Event Registration,High Intermediate AM - Open Play High Intermediate 3.5-3.75,Organized Play Fees (6004),15.0,15.0,0.0,4645109,,Basic Membership w. Payment Plan,2024-11-01T11:00:00,2024-11-01T13:00:00,"Court #4, Court #5, Court #6",Credit Card,Fee,41309097,2024-11-01T08:50:04.283,2024-12-16T21:46:40.43,
Event Registration,Intermediate - Open Play Intermediate 3.0-3.5,Organized Play Fees (6004),10.0,10.0,0.0,5345404,,DROP IN (FREE Membership - $10 When You Come),2024-11-02T09:00:00,2024-11-02T11:00:00,"Court #5, Court #6",Account Credit,Fee,41315272,2024-11-01T09:56:04.27,2024-12-16T21:51:27.583,
Event Registration,Intermediate - Open Play Intermediate 3.0-3.5,Organized Play Fees (6004),32.0,32.0,0.0,5345404,,DROP IN (FREE Membership - $10 When You Come),2024-11-02T09:00:00,2024-11-02T11:00:00,"Court #5, Court #6",Credit Card,Fee,41315272,2024-11-01T09:56:04.27,2024-12-16T21:51:27.347,
Reservation,"Drilling with The Titan Ball Machine $70 per HR ($2,299 Value)",Court Fees (6002),23.33,23.33,0.0,4971642,1471975.0,Basic Membership w. Payment Plan,2024-11-01T10:00:00,2024-11-01T12:00:00,Court #1,Credit Card,Fee,41315876,2024-11-01T10:00:36.37,2024-12-16T21:48:53.647,
Reservation,Reserve Court: Doubles,Court Fees (6002),23.33,23.33,0.0,4971642,1471975.0,Basic Membership w. Payment Plan,2024-11-01T10:00:00,2024-11-01T12:00:00,Court #2,Credit Card,Fee,41315910,2024-11-01T10:00:47.387,2024-12-16T21:48:53.647,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,4471889,,DROP IN (FREE Membership - $10 When You Come),2024-11-01T10:00:00,2024-11-01T12:00:00,Court #2,Credit Card,Fee,41315911,2024-11-01T10:00:47.44,2024-12-16T21:45:20.467,
Event Registration, High Intermediate - Open Play High Intermediate 3.5-3.5+,Organized Play Fees (6004),17.0,17.0,0.0,5100435,,Sweet & Sour,2024-11-03T11:00:00,2024-11-03T13:00:00,"Court #7, Court #8",Credit Card,Fee,41322707,2024-11-01T10:48:01.71,2024-12-16T21:49:51.21,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),17.0,17.0,0.0,3652818,882602.0,Premium Membership w. Payment Plan,2024-11-07T19:00:00,2024-11-07T21:00:00,"Court #4, Court #5, Court #6, Court #7",Credit Card,Fee,41324916,2024-11-01T11:05:26.57,2024-12-16T21:36:48.203,
Reservation,Reserve Court: Doubles,Court Fees (6002),8.0,8.0,0.0,6947794,1162856.0,Pretty Pickler Dill-uxe,2024-11-02T07:00:00,2024-11-02T09:00:00,Court #7,Credit Card,Fee,41326943,2024-11-01T11:20:43.917,2024-12-16T21:38:42.637,
Event Registration, High Intermediate - Open Play High Intermediate 3.5-3.5+,Organized Play Fees (6004),17.0,17.0,0.0,3766561,,The Founders,2024-11-03T11:00:00,2024-11-03T13:00:00,"Court #7, Court #8",Credit Card,Fee,41334610,2024-11-01T12:24:08.797,2024-12-16T21:38:30.06,
Event Registration, High Intermediate - Winners Move Up and Split losers move down and split. (rally scoring) Open Play 3.5,Organized Play Fees (6004),27.0,27.0,0.0,5303855,,DROP IN (FREE Membership - $10 When You Come),2024-11-05T18:00:00,2024-11-05T20:00:00,"Court #1, Court #2, Court #3, Court #4",Credit Card,Fee,41335653,2024-11-01T12:32:30.013,2024-12-17T15:03:03.85,
Event Registration, High Intermediate - Open Play High Intermediate 3.5-3.5+,Organized Play Fees (6004),17.0,17.0,0.0,3653235,,Premium Membership,2024-11-03T11:00:00,2024-11-03T13:00:00,"Court #7, Court #8",Credit Card,Fee,41337535,2024-11-01T12:51:26.41,2024-12-16T21:36:52.897,
Reservation,Reserve Court: Doubles,Court Fees (6002),8.0,8.0,0.0,4971642,1471975.0,Basic Membership w. Payment Plan,2024-11-02T07:00:00,2024-11-02T09:00:00,Court #7,Credit Card,Fee,41337741,2024-11-01T12:53:17.217,2024-12-16T21:48:53.647,
Reservation,Reserve Court: Doubles,Court Fees (6002),8.0,8.0,0.0,3894944,955222.0,The Founders,2024-11-02T07:00:00,2024-11-02T09:00:00,Court #7,Credit Card,Fee,41337743,2024-11-01T12:53:17.26,2024-12-16T21:39:21.26,
Reservation,Reserve Court: Doubles,Court Fees (6002),8.0,8.0,0.0,3758927,,The Founders,2024-11-02T07:00:00,2024-11-02T09:00:00,Court #7,Credit Card,Fee,41337744,2024-11-01T12:53:17.28,2024-12-16T21:38:25.24,
