FeeCategoryName,ItemName,RevenueCategoryName,Amount,AmountWithNoTax,TaxTotal,OrgMemberId,OrgMemberFamilyId,MemberFullName,MembershipName,Start,End,CourtLabels,InstructorNames,PaymentType,TransactionType,TransactionId,TransactionDate,PaidDate,FamilyName,ItemCost
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,5353373,1285804.0,REDACTED,Sweet & Sour,2025-05-20T20:00:00,2025-05-20T21:00:00,Court #1,,Credit Card,Fee,60437665,2025-05-17T14:51:33.967,2025-06-01T11:20:58.74,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,5353331,1341536.0,REDACTED,Sweet & Sour,2025-05-20T20:00:00,2025-05-20T21:00:00,Court #1,,Credit Card,Fee,60437666,2025-05-17T14:51:34.01,2025-06-01T11:20:56.973,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,5358134,1341536.0,REDACTED,Sweet & Sour,2025-05-20T20:00:00,2025-05-20T21:00:00,Court #1,,Credit Card,Fee,60437667,2025-05-17T14:51:34.06,2025-06-01T11:20:56.973,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,6185866,,REDACTED,Gympass- New Member,2025-05-19T20:00:00,2025-05-19T22:00:00,"Court #5, Court #6",,Credit Card,Fee,60534180,2025-05-18T21:06:44.403,2025-06-01T11:21:42.533,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),27.0,27.0,0.0,4400034,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-22T18:00:00,2025-05-22T20:00:00,Court #7,,Credit Card,Fee,60536493,2025-05-18T21:46:19.597,2025-06-01T11:20:06.223,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),2.5,2.5,0.0,4635860,,REDACTED,Basic Membership w. Payment Plan,2025-05-20T21:00:00,2025-05-20T22:00:00,Court #1,,Credit Card,Fee,60659141,2025-05-20T10:32:39.147,2025-06-01T11:20:24.17,REDACTED,
Event Registration,Invitation Only Group - 4.25 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4778795,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-05-20T20:00:00,2025-05-20T22:00:00,"Court #2, Court #3",,Credit Card,Fee,60714389,2025-05-20T19:47:44.04,2025-06-01T11:20:28.597,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),2.5,2.5,0.0,5496689,,REDACTED,Basic Membership w. Payment Plan,2025-05-20T21:00:00,2025-05-20T22:00:00,Court #1,,Credit Card,Fee,60721719,2025-05-20T21:06:20.263,2025-06-01T11:21:03.937,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,5500985,,REDACTED,Sweet & Sour,2025-05-21T17:00:00,2025-05-21T18:00:00,Court #8,,Credit Card,Fee,60766423,2025-05-21T12:26:16.33,2025-06-01T11:21:07.32,REDACTED,
POS,Drinks - Water Bottle,Other POS (6006),6.0,6.0,0.0,4312165,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-21T17:40:50.667,2025-05-21T17:40:50.667,,,Credit Card,Fee,60798058,2025-05-21T17:40:50.667,2025-06-01T11:20:03.053,REDACTED,0.0
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),27.0,27.0,0.0,4971642,1471975.0,REDACTED,Basic Membership w. Payment Plan,2025-05-21T19:30:00,2025-05-21T22:30:00,"Court #1, Court #2, Court #3, Court #4",,Credit Card,Fee,60805127,2025-05-21T18:46:52.403,2025-06-01T11:20:36.357,REDACTED,
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),27.0,27.0,0.0,5075252,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-21T19:30:00,2025-05-21T22:30:00,"Court #1, Court #2, Court #3, Court #4",,Credit Card,Fee,60805557,2025-05-21T18:51:00.42,2025-06-01T11:20:45.95,REDACTED,
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),27.0,27.0,0.0,4571450,,REDACTED,Bread & Butter Annual ($270 + Tax),2025-05-21T19:30:00,2025-05-21T22:30:00,"Court #1, Court #2, Court #3, Court #4",,Credit Card,Fee,60807097,2025-05-21T19:03:33.407,2025-06-01T11:20:21.26,REDACTED,
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),27.0,27.0,0.0,5074749,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-21T19:30:00,2025-05-21T22:30:00,"Court #1, Court #2, Court #3, Court #4",,Credit Card,Fee,60808074,2025-05-21T19:11:45.857,2025-06-01T11:20:43.823,REDACTED,
POS,Drinks - Water Bottle,Other POS (6006),6.0,6.0,0.0,4918536,,REDACTED,Basic Membership w. Payment Plan,2025-05-21T20:08:02.723,2025-05-21T20:08:02.723,,,Credit Card,Fee,60813581,2025-05-21T20:08:02.723,2025-06-01T11:20:34.563,REDACTED,0.0
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $15 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),15.0,15.0,0.0,5736667,,REDACTED,Gympass- New Member,2025-05-22T22:00:00,2025-05-22T23:59:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,60848673,2025-05-22T10:27:17.617,2025-06-01T11:21:12.23,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $15 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),15.0,15.0,0.0,7312564,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-22T22:00:00,2025-05-22T23:59:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,60856994,2025-05-22T11:55:10.903,2025-06-01T11:22:40.87,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $15 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),15.0,15.0,0.0,5357035,1285553.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-22T22:00:00,2025-05-22T23:59:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,60864347,2025-05-22T13:10:55.337,2025-06-01T11:21:00.067,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $15 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),15.0,15.0,0.0,5357034,1285553.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-22T22:00:00,2025-05-22T23:59:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,60864348,2025-05-22T13:10:55.35,2025-06-01T11:21:00.067,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),27.0,27.0,0.0,6969626,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-22T18:00:00,2025-05-22T20:00:00,Court #7,,Credit Card,Fee,60864697,2025-05-22T13:14:44.783,2025-06-01T11:22:33.003,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $15 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),15.0,15.0,0.0,5504566,1504396.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-22T22:00:00,2025-05-22T23:59:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,60864874,2025-05-22T13:16:57.223,2025-06-01T11:21:08.877,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $15 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),15.0,15.0,0.0,6026364,1285553.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-22T22:00:00,2025-05-22T23:59:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,60869760,2025-05-22T14:11:14.31,2025-06-01T11:21:00.067,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $15 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),15.0,15.0,0.0,6026925,1285553.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-22T22:00:00,2025-05-22T23:59:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,60869761,2025-05-22T14:11:14.373,2025-06-01T11:21:00.067,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),3.0,3.0,0.0,4403131,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-05-22T18:00:00,2025-05-22T20:00:00,Court #7,,Account Credit,Fee,60876630,2025-05-22T15:28:50.09,2025-06-01T11:20:07.71,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),14.0,14.0,0.0,4403131,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-05-22T18:00:00,2025-05-22T20:00:00,Court #7,,Credit Card,Fee,60876630,2025-05-22T15:28:50.09,2025-06-01T11:20:07.567,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $15 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),15.0,15.0,0.0,6334373,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-22T22:00:00,2025-05-22T23:59:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,60896081,2025-05-22T18:44:31.713,2025-06-01T11:22:16.477,REDACTED,
Reservation,Reserve Court: Singles,Court Fees (6002),20.0,20.0,0.0,6436362,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-22T23:00:00,2025-05-22T23:59:00,Court #5,,Credit Card,Fee,60913379,2025-05-22T22:14:46.98,2025-06-01T11:22:20.327,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,3638610,878757.0,REDACTED,The Founders,2025-05-25T09:00:00,2025-05-25T11:00:00,Court #3,,Credit Card,Fee,60938557,2025-05-23T10:11:02.417,2025-06-01T11:19:40.96,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),27.0,27.0,0.0,6026144,1692915.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-23T11:00:00,2025-05-23T13:00:00,"Court #6, Court #7",,Credit Card,Fee,60944369,2025-05-23T11:15:39.883,2025-06-01T11:21:25.943,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),27.0,27.0,0.0,6025442,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-23T11:00:00,2025-05-23T13:00:00,"Court #6, Court #7",,Credit Card,Fee,60944370,2025-05-23T11:15:39.943,2025-06-01T11:21:24.33,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,4778795,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-05-24T08:00:00,2025-05-24T10:00:00,"Court #7, Court #8",,Credit Card,Fee,60995535,2025-05-23T21:10:33.797,2025-06-01T11:20:28.597,REDACTED,
Account Recurring Fee,Recurring Fee - Paddle Demo Program,Other POS (6006),10.66,10.0,0.66,4656860,,REDACTED,Basic Membership w. Payment Plan,2025-05-26T00:00:00,2025-06-25T00:00:00,,,Credit Card,Fee,61004319,2025-05-24T01:33:47.71,2025-06-01T11:20:25.627,REDACTED,
Event Registration,Guided Beginner Social - Guided Beginner,Organized Play Fees (6004),10.0,10.0,0.0,7336553,1926061.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-29T17:00:00,2025-05-29T18:30:00,"Court #1, Court #2",B. Friedman,Credit Card,Fee,61063957,2025-05-24T19:59:11.253,2025-06-01T11:22:46.633,REDACTED,
Event Registration,Guided Beginner Social - Guided Beginner,Organized Play Fees (6004),10.0,10.0,0.0,7336547,1926061.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-29T17:00:00,2025-05-29T18:30:00,"Court #1, Court #2",B. Friedman,Credit Card,Fee,61063958,2025-05-24T19:59:11.303,2025-06-01T11:22:46.633,REDACTED,
Account Recurring Fee,Recurring Fee - Paddle Demo Program,Other POS (6006),10.66,10.0,0.66,5932002,1661131.0,REDACTED,Gympass- New Member,2025-05-27T00:00:00,2025-06-26T00:00:00,,,Credit Card,Fee,61073511,2025-05-25T01:31:26.597,2025-06-01T11:21:22.143,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,4458084,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-25T09:00:00,2025-05-25T11:00:00,Court #1,,Credit Card,Fee,61083119,2025-05-25T09:13:28.413,2025-06-01T11:20:12.837,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),27.0,27.0,0.0,7325856,1921235.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-25T09:00:00,2025-05-25T11:00:00,Court #3,,Credit Card,Fee,61086150,2025-05-25T10:04:21.023,2025-06-01T11:19:45.143,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),27.0,27.0,0.0,3669169,1921235.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-25T09:00:00,2025-05-25T11:00:00,Court #3,,Credit Card,Fee,61086158,2025-05-25T10:04:26.77,2025-06-01T11:19:45.143,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,7327190,,REDACTED,Gympass- New Member,2025-05-26T11:00:00,2025-05-26T13:00:00,"Court #6, Court #7",,Credit Card,Fee,61166629,2025-05-26T12:04:35.297,2025-06-01T11:22:44.633,REDACTED,
Event Registration,Cross Club Events - (3.0-3.49) Cross Club League Practice,Court Fees (6002),5.0,5.0,0.0,4645109,,REDACTED,Basic Membership w. Payment Plan,2025-06-05T20:00:00,2025-06-05T22:00:00,"Court #3, Court #4",,Credit Card,Fee,61202679,2025-05-26T19:37:22.717,2025-06-05T21:31:45.26,REDACTED,
Account Recurring Fee,Recurring Fee - Paddle Demo Program,Other POS (6006),10.66,10.0,0.66,3765584,,REDACTED,The Founders,2025-05-29T00:00:00,2025-06-28T00:00:00,,,Credit Card,Fee,61217346,2025-05-27T01:32:37.38,2025-06-01T11:19:47.997,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,4224908,996527.0,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-01T14:34:02.627,2025-06-30T15:34:02.627,,,Credit Card,Fee,61236668,2025-05-27T09:02:29.913,2025-06-01T05:56:04.64,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,5932002,1661131.0,REDACTED,Gympass- New Member,2025-05-27T20:00:00,2025-05-27T22:00:00,"Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,61247926,2025-05-27T10:34:45.317,2025-06-01T11:21:22.143,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4473895,1056200.0,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-02T18:00:00,2025-06-02T20:00:00,"Court #5, Court #6, Court #7",,Credit Card,Fee,61276589,2025-05-27T14:28:55.067,2025-06-02T17:50:47.027,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,5226527,1246385.0,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-02T18:00:00,2025-06-02T20:00:00,"Court #5, Court #6, Court #7",,Credit Card,Fee,61283625,2025-05-27T15:46:12.2,2025-06-02T16:07:28.83,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),27.0,27.0,0.0,5135797,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-29T09:00:00,2025-05-29T11:00:00,"Court #6, Court #7",,Credit Card,Fee,61304863,2025-05-27T19:14:42.447,2025-06-01T11:20:49.797,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,5887270,1525383.0,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-02T01:00:00,2025-07-01T02:00:00,,,Credit Card,Fee,61329872,2025-05-28T04:26:06.59,2025-06-01T05:56:08.423,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,6459800,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-02T14:24:22.67,2025-07-01T15:24:22.67,,,Credit Card,Fee,61329873,2025-05-28T04:26:08.673,2025-06-01T11:22:23.28,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,6933401,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-01T16:53:10.16,2025-06-30T17:53:10.16,,,Credit Card,Fee,61329874,2025-05-28T04:26:10.637,2025-06-01T05:56:11.257,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,6785232,1780857.0,REDACTED,Bread & Butter Annual ($270 + Tax),2025-06-02T18:00:00,2025-06-02T20:00:00,"Court #5, Court #6, Court #7",,Credit Card,Fee,61336665,2025-05-28T08:14:18.747,2025-06-02T18:14:50.83,REDACTED,
Event Registration, High Intermediate - Ladies Night High Intermediate,Organized Play Fees (6004),17.0,17.0,0.0,3673738,1173649.0,REDACTED,The Founders,2025-06-04T17:30:00,2025-06-04T19:30:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,61342308,2025-05-28T09:30:32.363,2025-06-04T17:25:49.933,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),27.0,27.0,0.0,5195510,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-07T11:00:00,2025-06-07T13:00:00,Court #6,,Credit Card,Fee,61361517,2025-05-28T12:47:56.637,2025-06-07T12:07:42.9,REDACTED,
Lesson,Private Lesson,Lesson Fees (6003),65.0,65.0,0.0,5165449,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-02T11:00:00,2025-06-02T12:00:00,Court #2,C. Long,Credit Card,Fee,61368829,2025-05-28T14:05:05.253,2025-06-02T12:09:17.397,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,6201122,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-02T18:00:00,2025-06-02T20:00:00,"Court #5, Court #6, Court #7",,Credit Card,Fee,61383389,2025-05-28T16:37:38.763,2025-06-02T05:30:33.037,REDACTED,
Event Registration, High Intermediate - Ladies Night High Intermediate,Organized Play Fees (6004),17.0,17.0,0.0,5100435,,REDACTED,Sweet & Sour,2025-06-18T18:00:00,2025-06-18T20:00:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,61387894,2025-05-28T17:23:06.597,2025-06-18T17:42:26.55,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,6026364,1285553.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-30T19:00:00,2025-05-30T22:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,61401037,2025-05-28T19:26:44.67,2025-06-01T11:21:00.067,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,6026925,1285553.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-05-30T19:00:00,2025-05-30T22:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,61401038,2025-05-28T19:26:44.7,2025-06-01T11:21:00.067,REDACTED,
Event Registration, High Intermediate - Ladies Night High Intermediate,Organized Play Fees (6004),17.0,17.0,0.0,3638611,878757.0,REDACTED,The Founders,2025-06-04T17:30:00,2025-06-04T19:30:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,61406634,2025-05-28T20:26:07.97,2025-06-04T17:52:09.84,REDACTED,
Event Registration, High Intermediate - Ladies Night High Intermediate,Organized Play Fees (6004),17.0,17.0,0.0,5100435,,REDACTED,Sweet & Sour,2025-06-04T17:30:00,2025-06-04T19:30:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,61407720,2025-05-28T20:36:43.56,2025-06-04T17:54:44.077,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4391009,,REDACTED,Bread & Butter Annual ($270 + Tax),2025-06-02T18:00:00,2025-06-02T20:00:00,"Court #5, Court #6, Court #7",,Credit Card,Fee,61408273,2025-05-28T20:41:39.43,2025-06-02T18:02:27.85,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4391009,,REDACTED,Bread & Butter Annual ($270 + Tax),2025-06-04T17:30:00,2025-06-04T19:30:00,"Court #5, Court #6",,Credit Card,Fee,61408335,2025-05-28T20:42:24.457,2025-06-04T17:54:07.557,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4473895,1056200.0,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-07T11:00:00,2025-06-07T13:00:00,"Court #7, Court #8",,Credit Card,Fee,61410319,2025-05-28T21:04:16.363,2025-06-07T11:14:26.08,REDACTED,
Event Registration, High Intermediate - Ladies Night High Intermediate,Organized Play Fees (6004),17.0,17.0,0.0,3664709,,REDACTED,The Founders,2025-06-04T17:30:00,2025-06-04T19:30:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,61411243,2025-05-28T21:16:43.14,2025-06-04T18:46:53.56,REDACTED,
Reservation,Reserve Court: Singles,Court Fees (6002),5.0,5.0,0.0,3633987,,REDACTED,Premium Membership w. Payment Plan,2025-06-01T10:00:00,2025-06-01T11:00:00,Court #1,,Credit Card,Fee,61419194,2025-05-28T23:41:31.8,2025-06-01T10:51:22.293,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),179.13,168.0,11.13,4501336,,REDACTED,Sweet & Sour,2025-06-03T15:35:57.153,2026-06-02T16:35:57.153,,,Credit Card,Fee,61423342,2025-05-29T04:20:16.863,2025-06-01T11:20:19.383,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,6175788,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-03T12:54:53.197,2025-07-02T13:54:53.197,,,Credit Card,Fee,61423343,2025-05-29T04:20:18.097,2025-06-01T11:21:40.88,REDACTED,
Reservation,Reserve Court: Singles,Court Fees (6002),16.0,16.0,0.0,5506871,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-03T20:00:00,2025-06-03T22:00:00,Court #1,,Credit Card,Fee,61444674,2025-05-29T11:07:28.247,2025-06-03T20:06:39.93,REDACTED,
Reservation,Reserve Court: Singles,Court Fees (6002),16.0,16.0,0.0,3971332,,REDACTED,Dill-uxe ($378 + Tax Includes 1 Guest Per Month),2025-06-03T20:00:00,2025-06-03T22:00:00,Court #1,,Credit Card,Fee,61444675,2025-05-29T11:07:28.263,2025-06-03T20:06:45.39,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,3653327,,REDACTED,The Founders,2025-06-08T11:00:00,2025-06-08T13:00:00,Court #7,,Credit Card,Fee,61450072,2025-05-29T12:05:51.97,2025-06-08T12:17:11.673,REDACTED,
Event Registration,Cross Club Events - (4.0-4.49) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),34.0,34.0,0.0,4778795,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-05-29T19:30:00,2025-05-29T22:30:00,"Court #1, Court #2, Court #3, Court #4",,Credit Card,Fee,61494258,2025-05-29T19:44:56.863,2025-06-01T11:20:28.597,REDACTED,
