FeeCategoryName,ItemName,RevenueCategoryName,Amount,AmountWithNoTax,TaxTotal,OrgMemberId,OrgMemberFamilyId,MembershipName,Start,End,CourtLabels,PaymentType,TransactionType,TransactionId,TransactionDate,PaidDate,ItemCost
Event Registration,Leagues  - Singles Ladder League Session 2,Organized Play Fees (6004),25.0,25.0,0.0,3633785,1983047.0,Basic - Founders w/ Payment,2024-09-09T20:00:00,2024-09-09T22:00:00,"Court #1, Court #2, Court #3, Court #4",Credit Card,Fee,37804681,2024-09-09T18:33:25.103,2024-11-04T16:34:34.093,
Event Registration, High Intermediate - Winners Move Up and Split losers move down and split. (rally scoring) Open Play 3.5,Organized Play Fees (6004),17.0,17.0,0.0,3948552,,Basic Membership w. Payment Plan,2024-09-10T18:00:00,2024-09-10T20:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5",Credit Card,Fee,37848023,2024-09-10T13:44:16.857,2024-11-04T18:07:50.187,
Event Registration,$$$ MONEYBALL $$$ - Advanced  6 Week Moneyball Friday League Big Dill Format (3.75-4.5+) $5 per player per night goes into each courts pot for the winner ($20-30 per night for player with most points scored) STAY FOR OPEN PLAY UNTIL MIDNIGHT ,Organized Play Fees (6004),30.0,30.0,0.0,3633754,,Coaches Deal,2024-09-20T19:00:00,2024-09-20T21:00:00,,Credit Card,Fee,37992618,2024-09-12T11:35:24.337,2024-11-15T12:23:45.66,
Event Registration,Reserve Court (Deleted) - 3.75+ Invitational Group,Court Fees (6002),30.0,30.0,0.0,5322539,,DROP IN (FREE Membership - $10 When You Come),2024-09-13T19:00:00,2024-09-13T23:29:00,"Court #1, Court #2",Credit Card,Fee,38102323,2024-09-13T19:28:44.87,2024-11-04T19:40:50.16,
Event Registration, High Intermediate - Winners Move Up and Split losers move down and split. (rally scoring) Open Play 3.5,Organized Play Fees (6004),17.0,17.0,0.0,4243042,,Dill-uxe ($378 + Tax Includes 1 Guest Per Month),2024-09-24T18:00:00,2024-09-24T20:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5",Credit Card,Fee,38124229,2024-09-14T06:40:28.047,2024-11-04T18:43:50.393,
Event Registration, High Intermediate - Open Play High Intermediate 3.5-3.5+,Organized Play Fees (6004),17.0,17.0,0.0,3948552,,Basic Membership w. Payment Plan,2024-09-16T18:00:00,2024-09-16T20:00:00,Court #7,Credit Card,Fee,38249793,2024-09-16T14:03:32.983,2024-11-04T18:07:50.187,
Event Registration,Advanced Beginner - Open Play Advanced Beginner,Organized Play Fees (6004),12.0,12.0,0.0,4666442,,DROP IN (FREE Membership - $10 When You Come),2024-09-18T17:30:00,2024-09-18T19:00:00,"Court #6, Court #7, Court #8",Credit Card,Fee,38407804,2024-09-18T17:36:33.79,2024-11-15T12:32:34.583,
Event Registration,Cross Club Events - (4.5-5.4) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),28.0,28.0,0.0,4651826,,DROP IN (FREE Membership - $10 When You Come),2024-09-18T19:00:00,2024-09-18T22:00:00,,Credit Card,Fee,38413999,2024-09-18T19:11:13.09,2024-11-04T19:08:55.927,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),17.0,17.0,0.0,3633785,1983047.0,Basic - Founders w/ Payment,2024-09-19T18:00:00,2024-09-19T20:00:00,"Court #1, Court #2, Court #3, Court #4",Credit Card,Fee,38440169,2024-09-19T10:24:35.74,2024-11-04T16:34:34.093,
Event Registration,Big Dill Ladder League - Womens 3.5-3.5+ Ladder League,Organized Play Fees (6004),159.0,159.0,0.0,4135608,,DROP IN (FREE Membership - $10 When You Come),2024-10-14T18:00:00,2024-10-14T20:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5",Credit Card,Fee,38520870,2024-09-20T13:55:00.977,2024-11-12T16:48:56.413,
Event Registration, High Intermediate - Winners Move Up and Split losers move down and split. (rally scoring) Open Play 3.5,Organized Play Fees (6004),17.0,17.0,0.0,4243042,,Dill-uxe ($378 + Tax Includes 1 Guest Per Month),2024-10-01T18:00:00,2024-10-01T20:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7",Credit Card,Fee,38607485,2024-09-22T10:33:11.33,2024-11-04T18:44:03.197,
Event Registration,Advanced Beginner - Advanced Beginner Open Play,Organized Play Fees (6004),17.0,17.0,0.0,3750841,896561.0,The Founders,2024-09-22T13:00:00,2024-09-22T15:00:00,"Court #4, Court #5, Court #6",Credit Card,Fee,38612770,2024-09-22T12:08:23.857,2024-11-15T12:50:08.97,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3714758,,Premium Membership,2024-10-06T10:00:00,2024-10-06T12:00:00,Court #5,Credit Card,Fee,38620532,2024-09-22T14:40:56.37,2024-11-15T12:25:35.597,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3647604,,The Founders,2024-10-06T10:00:00,2024-10-06T12:00:00,Court #5,Credit Card,Fee,38622658,2024-09-22T15:20:38.2,2024-11-15T12:24:17.01,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3653235,,Premium Membership,2024-10-06T10:00:00,2024-10-06T12:00:00,Court #5,Credit Card,Fee,38622660,2024-09-22T15:20:38.263,2024-11-15T12:24:23.447,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),17.0,17.0,0.0,3681468,,Basic - Founders w/ Payment,2024-10-01T18:00:00,2024-10-01T20:00:00,Court #8,Credit Card,Fee,38637405,2024-09-22T20:04:48.15,2024-11-15T12:25:16.343,
Event Registration,$$$ MONEYBALL $$$ - Advanced  6 Week Moneyball Friday League Big Dill Format (3.75-4.5+) $5 per player per night goes into each courts pot for the winner ($20-30 per night for player with most points scored) STAY FOR OPEN PLAY UNTIL MIDNIGHT ,Organized Play Fees (6004),150.0,150.0,0.0,4240194,,DROP IN (FREE Membership - $10 When You Come),2024-09-27T19:00:00,2024-09-27T21:00:00,,Credit Card,Fee,38680508,2024-09-23T14:27:23.26,2024-11-04T17:36:48.043,
Event Registration,Cross Club Events - (4.0-4.5) Cross Club League Match Pickle Jar V Flemington Blue,Court Fees (6002),28.0,28.0,0.0,4397410,,DROP IN (FREE Membership - $10 When You Come),2024-09-19T19:00:00,2024-09-19T22:00:00,"Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,38684891,2024-09-23T15:28:26.727,2024-11-15T12:30:37.997,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),17.0,17.0,0.0,3652818,882602.0,Premium Membership w. Payment Plan,2024-10-03T20:00:00,2024-10-03T22:00:00,"Court #1, Court #2, Court #3",Credit Card,Fee,38720879,2024-09-24T05:52:16.207,2024-11-15T12:24:19.477,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3663015,,The Founders,2024-09-28T13:00:00,2024-09-28T15:00:00,Court #6,Credit Card,Fee,38724866,2024-09-24T08:45:20.22,2024-11-05T12:07:21.967,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),17.0,17.0,0.0,3948552,,Basic Membership w. Payment Plan,2024-09-26T20:00:00,2024-09-26T22:00:00,"Court #1, Court #2, Court #3",Credit Card,Fee,38737966,2024-09-24T12:06:50.933,2024-11-04T18:07:50.187,
Event Registration,Cross Club Practice - 4.0-4.5 Cross Club Practice,Organized Play Fees (6004),10.0,10.0,0.0,4649980,1329277.0,Gympass- New Member,2024-09-24T20:00:00,2024-09-24T23:00:00,"Court #4, Court #5",Credit Card,Fee,38739319,2024-09-24T12:25:27.713,2024-11-07T11:39:25.37,
Event Registration,Dinks and Drinks - $35 4 Hour Halloween Play Party at the Jar - Best Costume Awards and BYOB,Organized Play Fees (6004),35.0,35.0,0.0,4130360,958087.0,Premium Membership w. Payment Plan,2024-10-19T18:00:00,2024-10-19T22:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,38862578,2024-09-26T08:34:52.07,2024-11-15T12:26:58.59,
Event Registration,Cross Club Events - (3.5-4.0) Cross Club Match Real Dill V Lehigh Valley,Court Fees (6002),16.0,16.0,0.0,5080074,1329277.0,Gympass- New Member,2024-09-25T19:00:00,2024-09-25T22:00:00,"Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,38873009,2024-09-26T10:35:43.19,2024-11-07T11:39:25.37,
Event Registration, High Intermediate - Open Play High Intermediate 3.5,Organized Play Fees (6004),17.0,17.0,0.0,5100435,,Sweet & Sour,2024-10-02T18:00:00,2024-10-02T20:00:00,Court #5,Credit Card,Fee,38881039,2024-09-26T12:19:28.287,2024-11-15T12:34:11.897,
Reservation,Reserve Court: Doubles,Court Fees (6002),180.0,180.0,0.0,4410795,,(MONTHLY) Bread & Butter - ($25 + Tax),2024-09-27T12:00:00,2024-09-27T14:00:00,"Court #1, Court #2",Credit Card,Fee,38895955,2024-09-26T14:45:47.187,2024-11-04T17:45:31.863,
Event Registration, High Intermediate - Winners Move Up and Split losers move down and split. (rally scoring) Open Play 3.5,Organized Play Fees (6004),17.0,17.0,0.0,3807854,,DROP IN (FREE Membership - $10 When You Come),2024-10-08T18:00:00,2024-10-08T20:00:00,"Court #1, Court #2, Court #3, Court #4",Credit Card,Fee,38913730,2024-09-26T18:22:34.07,2024-11-15T12:26:20.387,
Event Registration,Cross Club Events - (4.0-4.5) Cross Club League Match Pickle Jar V Flemington Green,Court Fees (6002),28.0,28.0,0.0,4649980,1329277.0,Gympass- New Member,2024-09-26T19:00:00,2024-09-26T22:00:00,"Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,38915602,2024-09-26T18:53:53.82,2024-11-07T11:39:25.37,
Reservation,Reserve Court: Doubles,Court Fees (6002),120.0,120.0,0.0,5488475,,DROP IN (FREE Membership - $10 When You Come),2024-09-27T21:00:00,2024-09-27T23:00:00,Court #7,Credit Card,Fee,38939817,2024-09-27T08:42:13.51,2024-11-04T17:43:34.177,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),17.0,17.0,0.0,3948552,,Basic Membership w. Payment Plan,2024-10-03T20:00:00,2024-10-03T22:00:00,"Court #1, Court #2, Court #3",Credit Card,Fee,38965061,2024-09-27T14:17:43.78,2024-11-15T12:26:39.483,
Event Registration, High Intermediate - Open Play High Intermediate 3.5,Organized Play Fees (6004),17.0,17.0,0.0,4422331,,Sweet & Sour,2024-10-03T18:00:00,2024-10-03T20:00:00,"Court #3, Court #4",Credit Card,Fee,38990053,2024-09-27T21:00:11.86,2024-11-15T12:30:55.347,
Event Registration,Advanced Beginner - Open Play Advanced Beginner,Organized Play Fees (6004),17.0,17.0,0.0,4391009,,Bread & Butter Annual ($270 + Tax),2024-10-02T18:00:00,2024-10-02T20:00:00,Court #6,Credit Card,Fee,38990849,2024-09-27T21:17:52.34,2024-11-15T12:30:26.063,
Event Registration,Advanced Beginner - Open Play Advanced Beginner,Organized Play Fees (6004),17.0,17.0,0.0,4391009,,Bread & Butter Annual ($270 + Tax),2024-10-04T17:00:00,2024-10-04T19:00:00,"Court #7, Court #8",Credit Card,Fee,38990901,2024-09-27T21:18:48.88,2024-11-15T12:30:26.063,
Reservation,Reserve Court: Doubles,Court Fees (6002),30.0,30.0,0.0,5441946,,DROP IN (FREE Membership - $10 When You Come),2024-09-28T07:00:00,2024-09-28T09:00:00,Court #7,Credit Card,Fee,39001488,2024-09-28T06:51:58.793,2024-11-04T19:27:00.37,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),17.0,17.0,0.0,3732181,,Founders Family,2024-10-01T18:00:00,2024-10-01T20:00:00,Court #8,Credit Card,Fee,39002959,2024-09-28T07:50:53.103,2024-11-15T12:25:44.61,
Event Registration, High Intermediate - Winners Move Up and Split losers move down and split. (rally scoring) Open Play 3.5,Organized Play Fees (6004),17.0,17.0,0.0,4152882,,Bread & Butter Annual ($270 + Tax),2024-10-01T18:00:00,2024-10-01T20:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7",Credit Card,Fee,39003076,2024-09-28T07:54:36.837,2024-11-15T12:27:03.907,
Event Registration, High Intermediate - Open Play High Intermediate 3.5,Organized Play Fees (6004),13.0,13.0,0.0,4391788,,Premium Membership w. Payment Plan,2024-10-01T09:30:00,2024-10-01T11:30:00,Court #5,Credit Card,Fee,39022942,2024-09-28T13:36:20.193,2024-11-15T12:30:31.54,
Event Registration, High Intermediate - Open Play High Intermediate 3.5+,Organized Play Fees (6004),13.0,13.0,0.0,4391788,,Premium Membership w. Payment Plan,2024-10-03T11:30:00,2024-10-03T13:30:00,"Court #1, Court #2",Credit Card,Fee,39023009,2024-09-28T13:37:38.767,2024-11-15T12:30:31.54,
Event Registration, High Intermediate - Winners Move Up and Split losers move down and split. (rally scoring) Open Play 3.5,Organized Play Fees (6004),17.0,17.0,0.0,6740817,,The Founders,2024-10-01T18:00:00,2024-10-01T20:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7",Credit Card,Fee,39023788,2024-09-28T13:52:22.56,2024-11-15T12:28:21.137,
Event Registration, High Intermediate - Open Play High Intermediate 3.5,Organized Play Fees (6004),17.0,17.0,0.0,3697157,888879.0,,2024-10-02T18:00:00,2024-10-02T20:00:00,Court #5,Credit Card,Fee,39039522,2024-09-28T19:08:00.1,2024-11-15T12:25:26.903,
Event Registration,Cross Club Practice - 3.5-4.0 Cross Club Practice,Organized Play Fees (6004),17.0,17.0,0.0,4385315,1014909.0,Sweet & Sour,2024-10-01T20:00:00,2024-10-01T23:00:00,"Court #1, Court #2, Court #3",Credit Card,Fee,39062411,2024-09-29T09:30:43.087,2024-11-15T12:30:17.72,
Event Registration, High Intermediate - Winners Move Up and Split losers move down and split. (rally scoring) Open Play 3.5,Organized Play Fees (6004),17.0,17.0,0.0,4336460,,Sweet & Sour,2024-10-01T18:00:00,2024-10-01T20:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7",Credit Card,Fee,39063755,2024-09-29T10:00:07.38,2024-11-15T12:30:05.213,
Reservation,Reserve Court: Doubles,Court Fees (6002),17.78,17.78,0.0,4410795,,(MONTHLY) Bread & Butter - ($25 + Tax),2024-09-29T12:30:00,2024-09-29T14:30:00,"Court #4, Court #5",Credit Card,Fee,39070695,2024-09-29T11:49:33.44,2024-11-04T17:45:31.863,
Event Registration,All Levels w/ Challenge Court - All You Can Play $20 - NO Drop in fees ( Call for joining after registration closes),Organized Play Fees (6004),20.0,20.0,0.0,3729230,,The Founders,2024-09-29T17:00:00,2024-09-29T22:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,39071820,2024-09-29T12:07:39.533,2024-11-04T18:57:20.503,
Event Registration, High Intermediate - Winners Move Up and Split losers move down and split. (rally scoring) Open Play 3.5,Organized Play Fees (6004),27.0,27.0,0.0,5335025,,DROP IN (FREE Membership - $10 When You Come),2024-10-01T18:00:00,2024-10-01T20:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7",Credit Card,Fee,39079520,2024-09-29T14:03:28.873,2024-11-15T12:35:22.34,
Event Registration, High Intermediate - Winners Move Up and Split losers move down and split. (rally scoring) Open Play 3.5,Organized Play Fees (6004),27.0,27.0,0.0,5502746,,DROP IN (FREE Membership - $10 When You Come),2024-10-01T18:00:00,2024-10-01T20:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7",Credit Card,Fee,39080329,2024-09-29T14:16:56.733,2024-11-15T12:37:21.877,
Event Registration, High Intermediate - Winners Move Up and Split losers move down and split. (rally scoring) Open Play 3.5,Organized Play Fees (6004),27.0,27.0,0.0,3657621,,Bread & Butter Annual ($270 + Tax),2024-10-01T18:00:00,2024-10-01T20:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7",Credit Card,Fee,39081316,2024-09-29T14:34:17.2,2024-11-15T12:24:35.427,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,5496963,,DROP IN (FREE Membership - $10 When You Come),2024-09-29T17:00:00,2024-09-29T20:00:00,Court #2,Credit Card,Fee,39088375,2024-09-29T16:28:29.27,2024-11-04T19:44:57.383,
