FeeCategoryName,ItemName,RevenueCategoryName,Amount,AmountWithNoTax,TaxTotal,OrgMemberId,OrgMemberFamilyId,MembershipName,Start,End,CourtLabels,PaymentType,TransactionType,TransactionId,TransactionDate,PaidDate,ItemCost
Reservation,Reserve Court: Singles,Court Fees (6002),10.0,10.0,0.0,6374062,,DROP IN (FREE Membership - $10 When You Come),2025-01-23T18:00:00,2025-01-23T19:00:00,Court #1,Credit Card,Fee,48966902,2025-01-23T18:21:18.997,2025-03-09T14:30:48.063,
Lesson,Semi-Private,Lesson Fees (6003),20.0,20.0,0.0,6143306,,DROP IN (FREE Membership - $10 When You Come),2025-02-25T15:30:00,2025-02-25T16:30:00,Court #2,Credit Card,Fee,49473369,2025-01-28T13:26:33.49,2025-03-09T10:34:48.417,
Lesson,Semi-Private,Lesson Fees (6003),20.0,20.0,0.0,6143306,,DROP IN (FREE Membership - $10 When You Come),2025-03-04T15:30:00,2025-03-04T16:30:00,Court #2,Credit Card,Fee,49473371,2025-01-28T13:26:33.647,2025-03-04T15:28:21.68,
Lesson,Semi-Private,Lesson Fees (6003),20.0,20.0,0.0,6143329,1742776.0,DROP IN (FREE Membership - $10 When You Come),2025-03-04T15:30:00,2025-03-04T16:30:00,Court #2,Credit Card,Fee,49473372,2025-01-28T13:26:33.68,2025-03-04T15:32:08.91,
Lesson,Semi-Private,Lesson Fees (6003),20.0,20.0,0.0,6143306,,DROP IN (FREE Membership - $10 When You Come),2025-03-11T15:30:00,2025-03-11T16:30:00,Court #2,Credit Card,Fee,49473373,2025-01-28T13:26:33.807,2025-03-09T10:34:48.417,
Event Registration,Cross Club Events - Cross Club (Age 50+) - 4.0+ Tryout,Court Fees (6002),20.0,20.0,0.0,5020070,,DROP IN (FREE Membership - $10 When You Come),2025-02-02T13:00:00,2025-02-02T15:00:00,"Court #2, Court #3, Court #4, Court #5, Court #6",Credit Card,Fee,49977783,2025-02-01T19:27:20.05,2025-03-08T13:16:07.28,
Lesson,Private Lesson,Lesson Fees (6003),100.0,100.0,0.0,4391788,,Premium Membership w. Payment Plan,2025-03-22T11:00:00,2025-03-22T12:00:00,Court #1,Credit Card,Fee,50150954,2025-02-03T12:48:58.267,2025-03-22T12:39:52.237,
Lesson,Pro + 3,Lesson Fees (6003),48.5,48.5,0.0,5020070,,DROP IN (FREE Membership - $10 When You Come),2025-02-07T11:00:00,2025-02-07T12:30:00,Court #1,Credit Card,Fee,50513019,2025-02-06T20:10:31.523,2025-03-08T13:16:07.28,
POS,Equipment - Premium Paddle Demo - 1 Hour,Other POS (6006),5.33,5.0,0.33,5020070,,DROP IN (FREE Membership - $10 When You Come),2025-02-07T11:03:32.217,2025-02-07T11:03:32.217,,Credit Card,Fee,50557528,2025-02-07T11:03:32.217,2025-03-08T13:16:07.28,0.0
Reservation,Reserve Court: Doubles,Court Fees (6002),5.0,5.0,0.0,5020070,,DROP IN (FREE Membership - $10 When You Come),2025-02-07T12:30:00,2025-02-07T13:00:00,Court #1,Credit Card,Fee,50567558,2025-02-07T12:33:37.75,2025-03-08T13:16:07.28,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3635088,957415.0,DROP IN (FREE Membership - $10 When You Come),2025-03-05T17:00:00,2025-03-05T19:00:00,Court #8,Credit Card,Fee,50697945,2025-02-08T16:13:15.517,2025-03-05T16:46:13.993,
Reservation,Reserve Court: Doubles,Court Fees (6002),130.0,130.0,0.0,3635088,957415.0,DROP IN (FREE Membership - $10 When You Come),2025-03-05T17:00:00,2025-03-05T19:00:00,Court #8,Credit Card,Fee,50697945,2025-02-08T16:13:15.517,2025-03-05T19:11:21.407,
Lesson,Semi-Private,Lesson Fees (6003),20.0,20.0,0.0,6590449,1742776.0,DROP IN (FREE Membership - $10 When You Come),2025-02-04T15:30:00,2025-02-04T16:30:00,Court #2,Credit Card,Fee,51758904,2025-02-18T15:32:42.343,2025-03-03T09:57:23.04,
Lesson,Semi-Private,Lesson Fees (6003),20.0,20.0,0.0,6590449,1742776.0,DROP IN (FREE Membership - $10 When You Come),2025-02-11T15:30:00,2025-02-11T16:30:00,Court #2,Credit Card,Fee,51758905,2025-02-18T15:32:42.423,2025-03-03T09:57:23.04,
Lesson,Semi-Private,Lesson Fees (6003),20.0,20.0,0.0,6590449,1742776.0,DROP IN (FREE Membership - $10 When You Come),2025-02-25T15:30:00,2025-02-25T16:30:00,Court #2,Credit Card,Fee,51758907,2025-02-18T15:32:42.69,2025-03-03T09:57:23.04,
Reservation,Reserve Court: Doubles,Court Fees (6002),50.0,50.0,0.0,6590564,,DROP IN (FREE Membership - $10 When You Come),2025-03-17T13:00:00,2025-03-17T14:30:00,Court #6,Credit Card,Fee,51760267,2025-02-18T15:44:14.603,2025-03-17T13:18:48.723,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,3657082,,The Founders,2025-03-02T18:00:00,2025-03-02T21:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,51917245,2025-02-20T00:58:13.423,2025-03-02T17:44:33.72,
Event Registration,Advanced - 4.0 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,6467897,,Gympass- New Member,2025-02-22T07:00:00,2025-02-22T09:00:00,"Court #1, Court #2, Court #3, Court #4",Credit Card,Fee,51950323,2025-02-20T09:55:16.347,2025-03-18T12:01:17.753,
Event Registration,4.25 Verification - 4.25 In Person Verification,,15.0,15.0,0.0,4497727,,Basic Membership w. Payment Plan,2025-02-26T20:00:00,2025-02-26T22:00:00,Court #2,Credit Card,Fee,52084515,2025-02-21T13:15:23.12,2025-03-01T19:22:00.02,
Event Registration,Against The Odds Tournament - Against The Odds: 3.5-3.99 Category,,65.0,65.0,0.0,4278848,,DROP IN (FREE Membership - $10 When You Come),2025-03-15T19:00:00,2025-03-15T23:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,52110525,2025-02-21T16:52:53.41,2025-03-08T17:52:47.093,
Lesson,Private Lesson,Lesson Fees (6003),100.0,100.0,0.0,5506132,1408448.0,Basic Membership,2025-03-07T13:00:00,2025-03-07T14:00:00,Court #1,Credit Card,Fee,52128047,2025-02-21T19:18:51.497,2025-03-07T12:57:51.75,
Event Registration,4.25 Verification - 4.25 In Person Verification,,35.0,35.0,0.0,4702177,,(MONTHLY) Bread & Butter - ($25 + Tax),2025-02-26T20:00:00,2025-02-26T22:00:00,Court #2,Credit Card,Fee,52138611,2025-02-21T21:07:41.89,2025-03-01T19:21:50.31,
Event Registration,Against The Odds Tournament - Against The Odds: 3.5-3.99 Category,,65.0,65.0,0.0,3636659,,Basic - Founders w/ Payment,2025-03-15T19:00:00,2025-03-15T23:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,52147962,2025-02-21T23:58:25.1,2025-03-15T17:54:19.58,
Account Recurring Fee,Recurring Fee - Basic Membership Monthly Payment Plan,Membership Sales (6001),319.88,300.0,19.87,5478664,,Basic Membership w. Payment Plan,2025-02-27T00:00:00,2025-03-26T01:00:00,,Credit Card,Fee,52148723,2025-02-22T00:31:04.177,2025-03-03T09:26:55.76,
Account Recurring Fee,Recurring Fee - Basic Membership Monthly Payment Plan w. Family Discount,Membership Sales (6001),287.89,270.0,17.88,5497073,,Basic Membership w. Payment Plan,2025-02-27T00:00:00,2025-03-26T01:00:00,,Credit Card,Fee,52148724,2025-02-22T00:31:10.05,2025-03-03T09:26:57.507,
Account Recurring Fee,Recurring Fee - Premium Membership Monthly Payment Plan,Membership Sales (6001),639.75,600.0,39.75,5887442,1525383.0,Premium Membership w. Payment Plan,2025-02-27T00:00:00,2025-03-26T01:00:00,,Credit Card,Fee,52148725,2025-02-22T00:31:15.877,2025-03-03T09:27:16.867,
Event Registration,Advanced - 4.0 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,3634646,,Sweet & Sour,2025-03-01T07:00:00,2025-03-01T09:00:00,"Court #1, Court #2, Court #3",Credit Card,Fee,52182480,2025-02-22T11:31:00.543,2025-03-01T06:59:21.05,
Lesson,Semi-Private,Lesson Fees (6003),20.0,20.0,0.0,6581826,1714122.0,DROP IN (FREE Membership - $10 When You Come),2025-03-02T09:00:00,2025-03-02T10:00:00,Court #2,Credit Card,Fee,52184534,2025-02-22T11:48:00.157,2025-03-02T08:48:29.71,
Lesson,Semi-Private,Lesson Fees (6003),20.0,20.0,0.0,6591076,1714122.0,DROP IN (FREE Membership - $10 When You Come),2025-03-02T09:00:00,2025-03-02T10:00:00,Court #2,Credit Card,Fee,52184535,2025-02-22T11:48:00.177,2025-03-02T08:48:37.123,
Lesson,Semi-Private,Lesson Fees (6003),20.0,20.0,0.0,6580800,,DROP IN (FREE Membership - $10 When You Come),2025-03-02T09:00:00,2025-03-02T10:00:00,Court #2,Credit Card,Fee,52184536,2025-02-22T11:48:00.193,2025-03-02T08:47:55.34,
Lesson,Semi-Private,Lesson Fees (6003),20.0,20.0,0.0,6580772,,DROP IN (FREE Membership - $10 When You Come),2025-03-02T09:00:00,2025-03-02T10:00:00,Court #2,Credit Card,Fee,52184537,2025-02-22T11:48:00.223,2025-03-02T08:48:02.723,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3969944,1729060.0,Sweet & Sour,2025-03-01T09:00:00,2025-03-01T11:00:00,"Court #1, Court #2",Credit Card,Fee,52190264,2025-02-22T12:32:36.343,2025-03-01T09:11:31.55,
Reservation,Reserve Court: Doubles,Court Fees (6002),30.0,30.0,0.0,5243824,,DROP IN (FREE Membership - $10 When You Come),2025-03-01T09:00:00,2025-03-01T11:00:00,"Court #1, Court #2",Credit Card,Fee,52190267,2025-02-22T12:32:36.377,2025-03-01T09:27:23.633,
Event Registration,Against The Odds Tournament - Against The Odds: 3.5-3.99 Category,,65.0,65.0,0.0,4266047,,DROP IN (FREE Membership - $10 When You Come),2025-03-15T19:00:00,2025-03-15T23:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,52203427,2025-02-22T14:23:02.89,2025-03-15T17:57:05.777,
Event Registration,Against The Odds Tournament - Against The Odds: 3.5-3.99 Category,,65.0,65.0,0.0,6186492,,DROP IN (FREE Membership - $10 When You Come),2025-03-15T19:00:00,2025-03-15T23:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,52207105,2025-02-22T14:56:01.453,2025-03-15T17:53:23.977,
Reservation,Reserve Court: Doubles,Court Fees (6002),13.0,13.0,0.0,4337012,1028377.0,Sweet & Sour,2025-03-08T16:00:00,2025-03-08T18:00:00,Court #5,Credit Card,Fee,52207231,2025-02-22T14:56:59.7,2025-03-08T15:50:38.747,
Event Registration,4.25 Verification - 4.25 In Person Verification,,25.0,25.0,0.0,6740871,1094905.0,Sweet & Sour,2025-02-26T20:00:00,2025-02-26T22:00:00,Court #2,Credit Card,Fee,52207393,2025-02-22T14:58:05.263,2025-03-01T19:21:13.543,
Event Registration,Against The Odds Tournament - Against The Odds: 3.5-3.99 Category,,65.0,65.0,0.0,6623525,,DROP IN (FREE Membership - $10 When You Come),2025-03-15T19:00:00,2025-03-15T23:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,52210317,2025-02-22T15:17:59.227,2025-03-15T17:53:42.43,
Event Registration,Against The Odds Tournament - Against The Odds: 3.5-3.99 Category,,65.0,65.0,0.0,6441096,,DROP IN (FREE Membership - $10 When You Come),2025-03-15T19:00:00,2025-03-15T23:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,52210616,2025-02-22T15:20:01.72,2025-03-15T17:56:56.38,
Event Registration,Advanced - 4.0 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,3674957,,The Founders,2025-03-02T07:00:00,2025-03-02T09:00:00,"Court #1, Court #2, Court #3, Court #4",Credit Card,Fee,52211577,2025-02-22T15:27:52.783,2025-03-02T07:40:27.953,
Event Registration,Advanced - 4.0 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,3674957,,The Founders,2025-03-01T07:00:00,2025-03-01T09:00:00,"Court #1, Court #2, Court #3",Credit Card,Fee,52211613,2025-02-22T15:28:12.873,2025-03-01T07:00:31.353,
Event Registration,Advanced - 4.0 Open Play,Organized Play Fees (6004),5.0,5.0,0.0,4121929,,Basic Membership,2025-03-01T07:00:00,2025-03-01T09:00:00,"Court #1, Court #2, Court #3",Credit Card,Fee,52226244,2025-02-22T17:40:44.693,2025-03-01T07:01:01.287,
Event Registration,Advanced Beginner - Advanced Beginner Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4473865,1056200.0,(MONTHLY) Bread & Butter - ($25 + Tax),2025-03-01T09:00:00,2025-03-01T11:00:00,"Court #7, Court #8",Credit Card,Fee,52230491,2025-02-22T18:23:00.467,2025-03-01T09:10:11.92,
Event Registration,Advanced Beginner - Advanced Beginner Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4473895,1056200.0,(MONTHLY) Bread & Butter - ($25 + Tax),2025-03-01T09:00:00,2025-03-01T11:00:00,"Court #7, Court #8",Credit Card,Fee,52230492,2025-02-22T18:23:00.49,2025-03-01T09:10:19.16,
Reservation,Reserve Court: Doubles,Court Fees (6002),30.0,30.0,0.0,4657237,,DROP IN (FREE Membership - $10 When You Come),2025-03-01T09:00:00,2025-03-01T11:00:00,"Court #1, Court #2",Credit Card,Fee,52245557,2025-02-22T21:53:22.663,2025-03-01T09:11:40.543,
Account Recurring Fee,Recurring Fee - Basic Membership Monthly Payment Plan,Membership Sales (6001),319.88,300.0,19.87,5126698,,Basic Membership w. Payment Plan,2025-02-28T00:00:00,2025-03-27T01:00:00,,Credit Card,Fee,52251042,2025-02-23T00:31:26.597,2025-03-03T09:26:48.897,
Account Recurring Fee,Recurring Fee - Basic Membership Monthly Payment Plan,Membership Sales (6001),319.88,300.0,19.87,5557732,,Basic Membership w. Payment Plan,2025-02-28T00:00:00,2025-03-27T01:00:00,,Credit Card,Fee,52251046,2025-02-23T00:31:31.027,2025-03-04T16:07:13.933,
Account Recurring Fee,Recurring Fee - Basic Membership Monthly Payment Plan w. Family Discount,Membership Sales (6001),287.89,270.0,17.88,5864198,1509655.0,Basic Membership w. Payment Plan,2025-02-28T00:00:00,2025-03-27T01:00:00,,Credit Card,Fee,52251049,2025-02-23T00:31:35.323,2025-03-03T09:27:22.45,
Account Recurring Fee,Recurring Fee - Basic Membership Monthly Payment Plan,Membership Sales (6001),319.88,300.0,19.87,5909847,,Basic Membership w. Payment Plan,2025-02-28T00:00:00,2025-03-27T01:00:00,,Credit Card,Fee,52251050,2025-02-23T00:31:39.507,2025-03-03T09:27:18.833,
Account Recurring Fee,Recurring Fee - Basic Membership Monthly Payment Plan,Membership Sales (6001),319.88,300.0,19.87,5913534,1509655.0,Basic Membership w. Payment Plan,2025-02-28T00:00:00,2025-03-27T01:00:00,,Credit Card,Fee,52251053,2025-02-23T00:31:43.39,2025-03-03T09:27:22.45,
Membership Fee,Membership Dues,Membership Sales (6001),255.9,240.0,15.9,3669353,1364786.0,The Founders,2025-02-27T16:27:15.593,2026-02-26T17:27:15.593,,Credit Card,Fee,52256593,2025-02-23T05:37:42.073,2025-03-01T18:12:28.387,
Event Registration,Advanced - 4.0 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4275154,,Sweet & Sour,2025-03-01T07:00:00,2025-03-01T09:00:00,"Court #1, Court #2, Court #3",Credit Card,Fee,52261502,2025-02-23T08:03:33.51,2025-03-01T07:05:15.51,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4336460,,Sweet & Sour,2025-03-01T11:00:00,2025-03-01T13:00:00,"Court #4, Court #5, Court #6",Credit Card,Fee,52288845,2025-02-23T12:29:23.677,2025-03-01T11:11:47.207,
Event Registration,Against The Odds Tournament - Against The Odds: 3.5-3.99 Category,,65.0,65.0,0.0,6633139,,DROP IN (FREE Membership - $10 When You Come),2025-03-15T19:00:00,2025-03-15T23:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,52318860,2025-02-23T16:37:23.07,2025-03-15T17:53:10.137,
Reservation,"Drilling with The Titan Ball Machine $70 per HR ($2,299 Value)",Court Fees (6002),70.0,70.0,0.0,4242368,,Sweet & Sour,2025-02-24T13:00:00,2025-02-24T14:00:00,Court #1,Credit Card,Fee,52323323,2025-02-23T17:15:00.31,2025-03-03T09:26:00.66,
Event Registration,Advanced - 4.0 Open Play,Organized Play Fees (6004),5.0,5.0,0.0,4676393,,Basic Membership w. Payment Plan,2025-03-01T07:00:00,2025-03-01T09:00:00,"Court #1, Court #2, Court #3",Credit Card,Fee,52344066,2025-02-23T20:37:30.76,2025-03-01T07:02:00.83,
Event Registration,All Levels w/ Challenge Court - All You Can Play $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,5736667,,Gympass- New Member,2025-03-02T15:00:00,2025-03-02T18:00:00,,Account Credit,Fee,52351530,2025-02-23T22:30:21.473,2025-03-03T09:27:03.933,
Event Registration,Advanced - 4.0 Open Play,Organized Play Fees (6004),5.0,5.0,0.0,3681468,,Basic - Founders w/ Payment,2025-03-01T07:00:00,2025-03-01T09:00:00,"Court #1, Court #2, Court #3",Credit Card,Fee,52370905,2025-02-24T07:18:23.103,2025-03-01T07:01:52.55,
Membership Fee,Membership Dues,Membership Sales (6001),53.31,50.0,3.31,4282847,987878.0,,2025-03-01T08:43:04.77,2026-02-28T08:43:04.77,,Credit Card,Fee,52376418,2025-02-24T08:30:17.45,2025-03-01T05:16:47.04,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,5448996,1363935.0,,2025-02-28T08:27:20.2,2025-03-27T10:27:20.2,,Credit Card,Fee,52376423,2025-02-24T08:30:21.193,2025-03-01T05:16:52.017,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,6161940,,(MONTHLY) Bread & Butter - ($25 + Tax),2025-03-01T01:00:00,2025-03-31T02:00:00,,Credit Card,Fee,52376445,2025-02-24T08:30:31.46,2025-03-01T05:16:57.037,
Event Registration,Low Advanced - 3.75 Open Play,Organized Play Fees (6004),5.0,5.0,0.0,3948552,,Basic Membership w. Payment Plan,2025-03-01T07:00:00,2025-03-01T09:00:00,"Court #4, Court #5, Court #6",Credit Card,Fee,52382936,2025-02-24T09:22:49.363,2025-03-01T07:02:44.86,
Event Registration,Low Advanced - 3.75 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4234334,,Bread & Butter Annual ($270 + Tax),2025-03-02T09:00:00,2025-03-02T11:00:00,"Court #3, Court #4, Court #5, Court #6",Credit Card,Fee,52385968,2025-02-24T09:43:57.903,2025-03-02T09:02:06.78,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $15 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),15.0,15.0,0.0,6229808,,DROP IN (FREE Membership - $10 When You Come),2025-03-01T13:00:00,2025-03-01T15:00:00,"Court #4, Court #5, Court #6",Credit Card,Fee,52387602,2025-02-24T09:55:59.157,2025-03-01T09:42:07.323,
Reservation,Reserve Court: Singles,Court Fees (6002),16.0,16.0,0.0,5866839,,DROP IN (FREE Membership - $10 When You Come),2025-03-02T07:00:00,2025-03-02T09:00:00,Court #8,Credit Card,Fee,52390010,2025-02-24T10:10:32.443,2025-03-02T07:23:17.58,
Reservation,Reserve Court: Singles,Court Fees (6002),16.0,16.0,0.0,4535579,1051078.0,DROP IN (FREE Membership - $10 When You Come),2025-03-02T07:00:00,2025-03-02T09:00:00,Court #8,Credit Card,Fee,52390011,2025-02-24T10:10:32.473,2025-03-02T07:23:27.78,
Event Registration,Low Advanced - 3.75 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4193949,,DROP IN (FREE Membership - $10 When You Come),2025-03-01T07:00:00,2025-03-01T09:00:00,"Court #4, Court #5, Court #6",Credit Card,Fee,52394593,2025-02-24T10:36:17.53,2025-03-01T07:03:58.657,
Event Registration,Low Advanced - 3.75 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4288109,,Sweet & Sour,2025-03-01T07:00:00,2025-03-01T09:00:00,"Court #4, Court #5, Court #6",Credit Card,Fee,52395827,2025-02-24T10:46:08.807,2025-03-01T07:04:06.773,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,4787412,,,2025-03-02T18:00:00,2025-03-02T21:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,52416939,2025-02-24T13:35:08.383,2025-03-02T17:46:00.207,
Event Registration,4.25 Verification - 4.25 In Person Verification,,15.0,15.0,0.0,4656860,,Basic Membership w. Payment Plan,2025-02-26T20:00:00,2025-02-26T22:00:00,Court #2,Credit Card,Fee,52418048,2025-02-24T13:43:57.21,2025-03-01T19:21:23.51,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,6639216,,DROP IN (FREE Membership - $10 When You Come),2025-03-02T18:00:00,2025-03-02T21:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,52425104,2025-02-24T14:47:18.89,2025-03-02T17:44:25.977,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,6639463,,DROP IN (FREE Membership - $10 When You Come),2025-03-02T18:00:00,2025-03-02T21:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",Credit Card,Fee,52428324,2025-02-24T15:15:09.32,2025-03-02T17:43:34.94,
