FeeCategoryName,ItemName,RevenueCategoryName,Amount,AmountWithNoTax,TaxTotal,OrgMemberId,OrgMemberFamilyId,MembershipName,Start,End,CourtLabels,PaymentType,TransactionType,TransactionId,TransactionDate,PaidDate,ItemCost
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,3739793,,The Aaron Special,2024-05-13T20:00:00,2024-05-13T21:00:00,Court #4,Account Credit,Fee,30874258,2024-05-13T09:03:52.507,2025-01-14T09:02:14.537,
Event Registration,Intermediate/High Intermediate  - Open Play 3.0-3.5,,17.0,17.0,0.0,4220632,,The Aaron Special,2024-05-16T13:00:00,2024-05-16T15:00:00,"Court #1, Court #2, Court #3",Account Credit,Fee,31052810,2024-05-16T10:02:39.507,2025-01-14T09:29:36.427,
Event Registration,Intermediate - Open Play 3.0-3.4,Organized Play Fees (6004),17.0,17.0,0.0,4220632,,The Aaron Special,2024-05-22T09:00:00,2024-05-22T11:00:00,"Court #1, Court #2",Account Credit,Fee,31357488,2024-05-22T08:05:08.573,2025-01-14T09:29:36.427,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3739793,,The Aaron Special,2024-05-30T19:00:00,2024-05-30T21:00:00,Court #8,Account Credit,Fee,31522504,2024-05-25T11:26:16.493,2025-01-14T09:02:14.537,
Event Registration,Intermediate - Open Play Intermediate 3.0+,Organized Play Fees (6004),17.0,17.0,0.0,4220632,,The Aaron Special,2024-05-30T10:00:00,2024-05-30T12:00:00,"Court #3, Court #4",Account Credit,Fee,31782668,2024-05-30T07:43:25.54,2025-01-14T09:29:36.427,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),12.0,12.0,0.0,3560719,,The Aaron Special,2024-05-30T20:00:00,2024-05-30T22:00:00,"Court #3, Court #4",Account Credit,Fee,31782688,2024-05-30T07:44:20.77,2025-01-14T09:07:29.843,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),12.0,12.0,0.0,4114950,,The Aaron Special,2024-05-30T20:00:00,2024-05-30T22:00:00,"Court #3, Court #4",Account Credit,Fee,31782689,2024-05-30T07:44:20.85,2025-01-14T09:17:28,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),12.0,12.0,0.0,3560719,,The Aaron Special,2024-06-01T13:00:00,2024-06-01T15:00:00,Court #3,Account Credit,Fee,31903047,2024-06-01T07:05:48.96,2025-01-14T09:07:29.843,
Event Registration,Intermediate - Open Play Intermediate 3.0+,Organized Play Fees (6004),17.0,17.0,0.0,4220632,,The Aaron Special,2024-06-03T18:00:00,2024-06-03T20:00:00,Court #4,Account Credit,Fee,32007198,2024-06-03T07:55:51.537,2025-01-14T09:29:36.427,
Reservation,Reserve Court: Doubles,Court Fees (6002),16.0,16.0,0.0,3739793,,The Aaron Special,2024-06-06T19:00:00,2024-06-06T21:00:00,Court #8,Account Credit,Fee,32007812,2024-06-03T08:10:49.867,2025-01-14T09:02:14.537,
Lesson,Private Lesson,Lesson Fees (6003),200.0,200.0,0.0,4114950,,The Aaron Special,2024-06-07T09:00:00,2024-06-07T10:00:00,Court #8,Account Credit,Fee,32070207,2024-06-04T07:56:22.497,2025-01-14T09:17:28,
Lesson,Private Lesson,Lesson Fees (6003),200.0,200.0,0.0,4114950,,The Aaron Special,2024-06-07T10:00:00,2024-06-07T11:00:00,Court #8,Account Credit,Fee,32070215,2024-06-04T07:56:44.677,2025-01-14T09:17:28,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),12.0,12.0,0.0,3560719,,The Aaron Special,2024-06-06T20:00:00,2024-06-06T22:00:00,"Court #3, Court #4",Account Credit,Fee,32214912,2024-06-06T17:05:54.407,2025-01-14T09:07:29.843,
Reservation,Reserve Court: Doubles,Court Fees (6002),26.67,26.67,0.0,3739793,,The Aaron Special,2024-06-19T18:00:00,2024-06-19T20:00:00,Court #7,Account Credit,Fee,32752329,2024-06-17T09:49:54.65,2025-01-14T09:02:14.537,
Event Registration,Advanced - Open Play Advanced 4.0+,Organized Play Fees (6004),12.0,12.0,0.0,3560719,,The Aaron Special,2024-06-20T20:00:00,2024-06-20T22:00:00,"Court #1, Court #2, Court #3",Account Credit,Fee,32865351,2024-06-19T06:49:16.13,2025-01-14T09:07:29.843,
Reservation,Reserve Court: Doubles,Court Fees (6002),16.0,16.0,0.0,3739793,,The Aaron Special,2024-06-27T19:00:00,2024-06-27T21:00:00,Court #7,Account Credit,Fee,33120540,2024-06-24T06:25:26.447,2025-01-14T09:02:14.537,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),12.0,12.0,0.0,3560719,,The Aaron Special,2024-06-25T20:00:00,2024-06-25T22:00:00,"Court #1, Court #2",Account Credit,Fee,33128942,2024-06-24T09:39:17.677,2025-01-14T09:07:29.843,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),12.0,12.0,0.0,3560719,,The Aaron Special,2024-06-27T07:00:00,2024-06-27T09:00:00,Court #3,Account Credit,Fee,33253109,2024-06-26T06:51:11,2025-01-14T09:07:29.843,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),12.0,12.0,0.0,3560719,,The Aaron Special,2024-06-27T18:00:00,2024-06-27T20:00:00,Court #6,Account Credit,Fee,33253185,2024-06-26T06:56:26.717,2025-01-14T09:07:29.843,
Event Registration,Advanced - Open Play Advanced 4.0+,Organized Play Fees (6004),12.0,12.0,0.0,3560719,,The Aaron Special,2024-06-27T20:00:00,2024-06-27T22:00:00,"Court #1, Court #2",Account Credit,Fee,33292912,2024-06-26T17:00:20.923,2025-01-14T09:07:29.843,
Event Registration, High Intermediate - Open Play 3.5,Organized Play Fees (6004),12.0,12.0,0.0,3560719,,The Aaron Special,2024-06-27T10:00:00,2024-06-27T12:00:00,Court #1,Account Credit,Fee,33301225,2024-06-26T19:18:25.64,2025-01-14T09:07:29.843,
Event Registration, High Intermediate - Open Play High Intermediate 3.5+,Organized Play Fees (6004),12.0,12.0,0.0,3560719,,The Aaron Special,2024-07-01T18:00:00,2024-07-01T20:00:00,"Court #1, Court #2, Court #3, Court #4",Account Credit,Fee,33594076,2024-07-01T17:39:02.247,2025-01-14T09:07:29.843,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),12.0,12.0,0.0,4114950,,The Aaron Special,2024-07-08T18:00:00,2024-07-08T20:00:00,"Court #5, Court #6",Account Credit,Fee,33862649,2024-07-06T16:12:43.733,2025-01-14T09:17:28,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),12.0,12.0,0.0,3560719,,The Aaron Special,2024-07-08T18:00:00,2024-07-08T20:00:00,"Court #5, Court #6",Account Credit,Fee,33862820,2024-07-06T16:16:38.737,2025-01-14T09:07:29.843,
Event Registration,Special Events (Deleted) - Dinks n' Drinks All Level Social Open Play (Beginners Welcome) Drinks and Snacks will be provided and includes up to  4 hour Open Play 6-10pm. Our Local Beverage Sponsor Skunktown Distillery will be providing cocktails  (Come with your better half or come enjoy a social night out at the Jar ,,60.0,60.0,0.0,3560719,,The Aaron Special,2024-07-20T18:00:00,2024-07-20T22:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5",Account Credit,Fee,34197673,2024-07-12T12:01:40.903,2025-01-14T09:07:29.843,
Event Registration,Special Events (Deleted) - Dinks n' Drinks All Level Social Open Play (Beginners Welcome) Drinks and Snacks will be provided and includes up to  4 hour Open Play 6-10pm. Our Local Beverage Sponsor Skunktown Distillery will be providing cocktails  (Come with your better half or come enjoy a social night out at the Jar ,,60.0,60.0,0.0,3739793,,The Aaron Special,2024-07-20T18:00:00,2024-07-20T22:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5",Account Credit,Fee,34197674,2024-07-12T12:01:41,2025-01-14T09:02:14.537,
Event Registration,Special Events (Deleted) - Dinks n' Drinks All Level Social Open Play (Beginners Welcome) Drinks and Snacks will be provided and includes up to  4 hour Open Play 6-10pm. Our Local Beverage Sponsor Skunktown Distillery will be providing cocktails  (Come with your better half or come enjoy a social night out at the Jar ,,60.0,60.0,0.0,4220632,,The Aaron Special,2024-07-20T18:00:00,2024-07-20T22:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5",Account Credit,Fee,34197675,2024-07-12T12:01:41.077,2025-01-14T09:29:36.427,
Reservation,Reserve Court: Doubles,Court Fees (6002),30.0,30.0,0.0,3739793,,The Aaron Special,2024-07-18T18:00:00,2024-07-18T20:00:00,Court #8,Account Credit,Fee,34234630,2024-07-13T02:47:44.09,2025-01-14T09:02:14.537,
Event Registration,Team with The Pros (Deleted) - All Levels Open Play & Play with  5.0+ Pro Players (Rob Gruber & Justin Deintinis),,25.0,25.0,0.0,3560719,,The Aaron Special,2024-08-02T19:00:00,2024-08-02T23:00:00,"Court #1, Court #2, Court #3, Court #4",Account Credit,Fee,34259977,2024-07-13T14:48:38.177,2025-01-14T09:07:29.843,
Event Registration,Team with The Pros (Deleted) - All Levels Open Play & Play with  5.0+ Pro Players (Rob Gruber & Justin Deintinis),,25.0,25.0,0.0,4114950,,The Aaron Special,2024-08-02T19:00:00,2024-08-02T23:00:00,"Court #1, Court #2, Court #3, Court #4",Account Credit,Fee,34259978,2024-07-13T14:48:38.27,2025-01-14T09:17:28,
Event Registration,Big Dill Ladder League - ALL LEVELS  No Commitment League 7-12am AYCP (All You Can Play) (Play at your Level),Organized Play Fees (6004),20.0,20.0,0.0,3560719,,The Aaron Special,2024-07-21T19:00:00,2024-07-21T23:59:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6",Account Credit,Fee,34293760,2024-07-14T11:43:12.6,2025-01-14T09:07:29.843,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3739793,,The Aaron Special,2024-07-18T15:00:00,2024-07-18T17:00:00,Court #8,Account Credit,Fee,34534246,2024-07-18T12:58:57.52,2025-01-14T09:02:14.537,
Event Registration,Advanced Beginner - Open Play Advanced Beginner,Organized Play Fees (6004),12.0,12.0,0.0,4220632,,The Aaron Special,2024-07-22T09:30:00,2024-07-22T11:30:00,"Court #3, Court #4",Account Credit,Fee,34705911,2024-07-21T20:38:20.283,2025-01-14T09:29:36.427,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3739793,,The Aaron Special,2024-07-25T18:00:00,2024-07-25T20:00:00,Court #7,Account Credit,Fee,34720470,2024-07-22T09:02:55.317,2025-01-14T09:02:14.537,
Event Registration,Advanced - 4.25+ Invitational Group,Organized Play Fees (6004),20.0,20.0,0.0,3739793,,The Aaron Special,2024-07-23T20:00:00,2024-07-23T23:59:00,"Court #7, Court #8",Account Credit,Fee,34720635,2024-07-22T09:05:08.96,2025-01-14T09:02:14.537,
Event Registration,Intermediate/High Intermediate  - Open Play 3.0-3.5,,17.0,17.0,0.0,4220632,,The Aaron Special,2024-07-23T12:00:00,2024-07-23T14:00:00,"Court #1, Court #2",Account Credit,Fee,34747757,2024-07-22T15:39:39.503,2025-01-14T09:29:36.427,
Event Registration,Big Dill Ladder League - ALL LEVELS  No Commitment League 7-12am AYCP (All You Can Play) (Play at your Level),Organized Play Fees (6004),20.0,20.0,0.0,3560719,,The Aaron Special,2024-07-28T19:00:00,2024-07-28T23:59:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6",Account Credit,Fee,34753083,2024-07-22T16:57:27.407,2025-01-14T09:07:29.843,
Event Registration,DUPR OPEN PLAY (Deleted) - 3.75-4.25 DUPR Play,,17.0,17.0,0.0,3560719,,The Aaron Special,2024-07-23T20:00:00,2024-07-23T23:00:00,"Court #5, Court #6",Account Credit,Fee,34797839,2024-07-23T12:05:32.2,2025-01-14T09:07:29.843,
Event Registration,Intermediate/High Intermediate  - Open Play 3.0-3.5,,17.0,17.0,0.0,4220632,,The Aaron Special,2024-07-25T12:00:00,2024-07-25T14:00:00,"Court #2, Court #3",Account Credit,Fee,34816353,2024-07-23T16:55:58.723,2025-01-14T09:29:36.427,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3739793,,The Aaron Special,2024-07-25T07:00:00,2024-07-25T09:00:00,Court #7,Account Credit,Fee,34846561,2024-07-24T08:52:50.7,2025-01-14T09:02:14.537,
Event Registration,Intermediate/High Intermediate  - Open Play 3.0-3.5,,17.0,17.0,0.0,4220632,,The Aaron Special,2024-07-26T13:30:00,2024-07-26T15:30:00,"Court #1, Court #2, Court #3",Account Credit,Fee,34905268,2024-07-25T08:13:43.06,2025-01-14T09:29:36.427,
Event Registration,3.75-4.25+ COMBINED OPEN PLAY - King of The Court,Organized Play Fees (6004),17.0,17.0,0.0,3560719,,The Aaron Special,2024-07-26T07:00:00,2024-07-26T09:00:00,"Court #1, Court #2, Court #3, Court #4",Account Credit,Fee,34970007,2024-07-26T06:49:45.69,2025-01-14T09:07:29.843,
Event Registration,Low Advanced - 3.75 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,3560719,,The Aaron Special,2024-07-28T08:00:00,2024-07-28T10:00:00,"Court #1, Court #2",Account Credit,Fee,35032502,2024-07-27T06:54:02.92,2025-01-14T09:07:29.843,
Event Registration,3.75-4.25+ COMBINED OPEN PLAY - King of The Court,Organized Play Fees (6004),17.0,17.0,0.0,3739793,,The Aaron Special,2024-07-31T07:00:00,2024-07-31T09:00:00,"Court #1, Court #2, Court #3",Account Credit,Fee,35090931,2024-07-28T11:02:44.987,2025-01-14T09:02:14.537,
Event Registration,3.75-4.25+ COMBINED OPEN PLAY - King of The Court,Organized Play Fees (6004),17.0,17.0,0.0,3739793,,The Aaron Special,2024-08-02T07:00:00,2024-08-02T09:00:00,"Court #1, Court #2, Court #3, Court #4",Account Credit,Fee,35091003,2024-07-28T11:03:57.647,2025-01-14T09:02:14.537,
Event Registration,Advanced - 4.25+ Invitational Group,Organized Play Fees (6004),20.0,20.0,0.0,3739793,,The Aaron Special,2024-07-30T20:00:00,2024-07-30T23:59:00,"Court #7, Court #8",Account Credit,Fee,35091075,2024-07-28T11:05:13.813,2025-01-14T09:02:14.537,
Event Registration,1 v 1 Singles Open Play - Singles Ladder Night,Organized Play Fees (6004),20.0,20.0,0.0,3739793,,The Aaron Special,2024-08-05T20:00:00,2024-08-05T22:00:00,"Court #5, Court #6, Court #7, Court #8",Account Credit,Fee,35398468,2024-08-01T15:37:31.963,2025-01-14T09:02:14.537,
Event Registration,3.75-4.25+ COMBINED OPEN PLAY - King of The Court,Organized Play Fees (6004),17.0,17.0,0.0,3560719,,The Aaron Special,2024-08-02T07:00:00,2024-08-02T09:00:00,"Court #1, Court #2, Court #3, Court #4",Account Credit,Fee,35404508,2024-08-01T16:52:06.293,2025-01-14T09:07:29.843,
Event Registration,Low Advanced - 3.75 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,3739793,,The Aaron Special,2024-08-04T07:00:00,2024-08-04T09:00:00,"Court #1, Court #2, Court #3, Court #4",Account Credit,Fee,35461280,2024-08-02T14:52:33.153,2025-01-14T09:02:14.537,
Event Registration,3.75-4.25+ COMBINED OPEN PLAY - King of The Court,Organized Play Fees (6004),17.0,17.0,0.0,3739793,,The Aaron Special,2024-08-07T07:00:00,2024-08-07T09:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5",Account Credit,Fee,35461310,2024-08-02T14:53:22.607,2025-01-14T09:02:14.537,
Event Registration,Low Advanced - 3.75 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4114950,,The Aaron Special,2024-08-03T07:00:00,2024-08-03T09:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5",Account Credit,Fee,35461782,2024-08-02T15:00:56.273,2025-01-14T09:17:28,
Event Registration,Low Advanced - 3.75 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4114950,,The Aaron Special,2024-08-04T07:00:00,2024-08-04T09:00:00,"Court #1, Court #2, Court #3, Court #4",Account Credit,Fee,35495922,2024-08-03T08:33:37.437,2025-01-14T09:17:28,
Event Registration,Low Advanced - Open Play Low Advanced 3.75+,Organized Play Fees (6004),17.0,17.0,0.0,3560719,,The Aaron Special,2024-08-05T18:00:00,2024-08-05T20:00:00,"Court #1, Court #2",Account Credit,Fee,35625013,2024-08-05T13:51:33.063,2025-01-14T09:07:29.843,
Event Registration,Intermediate/High Intermediate  - Open Play 3.0-3.5,,17.0,17.0,0.0,4220632,,The Aaron Special,2024-08-06T12:00:00,2024-08-06T14:00:00,"Court #1, Court #2",Account Credit,Fee,35679437,2024-08-06T09:23:07.717,2025-01-14T09:29:36.427,
Event Registration,Rob G 5.0+ Coached Clinic - Beg-3.0+ Play with a Pro 3 on court  with Pro Coach Rob Gruber ,Court Fees (6002),160.0,160.0,0.0,4114950,,The Aaron Special,2024-08-07T15:00:00,2024-08-07T16:00:00,Court #1,Account Credit,Fee,35684535,2024-08-06T10:37:48.673,2025-01-14T09:17:28,
Event Registration,Rob G 5.0+ Coached Clinic - Beg-3.0+ Play with a Pro 3 on court  with Pro Coach Rob Gruber ,Court Fees (6002),160.0,160.0,0.0,4114950,,The Aaron Special,2024-08-07T16:00:00,2024-08-07T17:00:00,Court #1,Account Credit,Fee,35684729,2024-08-06T10:40:39.273,2025-01-14T09:17:28,
Event Registration,Rob G 5.0+ Coached Clinic - Beg-3.0+ Play with a Pro 3 on court  with Pro Coach Rob Gruber ,Court Fees (6002),160.0,160.0,0.0,4114950,,The Aaron Special,2024-08-07T17:00:00,2024-08-07T18:00:00,Court #1,Account Credit,Fee,35755821,2024-08-07T11:42:19.117,2025-01-14T09:17:28,
Reservation,Reserve Court: Doubles,Court Fees (6002),80.0,80.0,0.0,4114950,,The Aaron Special,2024-08-07T19:00:00,2024-08-07T21:00:00,Court #5,Account Credit,Fee,35784357,2024-08-07T18:24:11.047,2025-01-14T09:17:28,
Event Registration,Low Advanced - 3.75 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4114950,,The Aaron Special,2024-08-10T07:00:00,2024-08-10T10:00:00,"Court #1, Court #3, Court #4",Account Credit,Fee,35828343,2024-08-08T13:16:00.223,2025-01-14T09:17:28,
Event Registration,Low Advanced - 3.75 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,3560719,,The Aaron Special,2024-08-10T07:00:00,2024-08-10T10:00:00,"Court #1, Court #3, Court #4",Account Credit,Fee,35828947,2024-08-08T13:22:56.327,2025-01-14T09:07:29.843,
Event Registration,3.75-4.25+ COMBINED OPEN PLAY - King of The Court,Organized Play Fees (6004),17.0,17.0,0.0,3560719,,The Aaron Special,2024-08-09T07:00:00,2024-08-09T09:00:00,"Court #1, Court #2",Account Credit,Fee,35853132,2024-08-08T18:34:34.223,2025-01-14T09:07:29.843,
Event Registration,3.75-4.25+ COMBINED OPEN PLAY - King of The Court,Organized Play Fees (6004),17.0,17.0,0.0,3739793,,The Aaron Special,2024-08-16T07:00:00,2024-08-16T09:00:00,"Court #1, Court #2",Account Credit,Fee,35886548,2024-08-09T10:41:36.103,2025-01-14T09:02:14.537,
Reservation,Reserve Court: Doubles,Court Fees (6002),16.0,16.0,0.0,3739793,,The Aaron Special,2024-08-15T19:00:00,2024-08-15T21:00:00,Court #8,Account Credit,Fee,36005025,2024-08-11T15:26:44.003,2025-01-14T09:02:14.537,
Event Registration,Advanced Beginner - Open Play Advanced Beginner,Organized Play Fees (6004),17.0,17.0,0.0,4220632,,The Aaron Special,2024-08-12T09:30:00,2024-08-12T11:30:00,"Court #3, Court #4",Account Credit,Fee,36018322,2024-08-11T19:55:06.88,2025-01-14T09:29:36.427,
Reservation,Reserve Court: Doubles,Court Fees (6002),220.0,220.0,0.0,4114950,,The Aaron Special,2024-08-14T15:30:00,2024-08-14T20:00:00,Court #7,Account Credit,Fee,36055061,2024-08-12T13:26:16.82,2025-01-14T09:17:28,
Event Registration,Low Advanced - 3.75 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,3560719,,The Aaron Special,2024-08-17T07:00:00,2024-08-17T09:00:00,"Court #1, Court #2, Court #3, Court #4",Account Credit,Fee,36089298,2024-08-12T22:01:05.453,2025-01-14T09:07:29.843,
Event Registration,3.75-4.25+ COMBINED OPEN PLAY - King of The Court,Organized Play Fees (6004),17.0,17.0,0.0,3560719,,The Aaron Special,2024-08-16T07:00:00,2024-08-16T09:00:00,"Court #1, Court #2",Account Credit,Fee,36171721,2024-08-14T10:08:50.367,2025-01-14T09:07:29.843,
Event Registration,Cross Club Practice - 4.5-5.4 Cross Club Closed Team Practice (Team Members Only Click into other event if not on the team this is not a 4.25+ event),Organized Play Fees (6004),20.0,20.0,0.0,3739793,,The Aaron Special,2024-08-16T19:00:00,2024-08-16T23:59:00,"Court #1, Court #2, Court #3",Account Credit,Fee,36285179,2024-08-16T00:19:24.207,2025-01-14T09:02:14.537,
Event Registration,All Levels w/ Challenge Court - All You Can Play 7-12am ,Organized Play Fees (6004),20.0,20.0,0.0,3560719,,The Aaron Special,2024-08-16T19:00:00,2024-08-16T23:59:00,"Court #5, Court #6, Court #7, Court #8",Account Credit,Fee,36329406,2024-08-16T17:55:22.117,2025-01-14T09:07:29.843,
Event Registration,All Levels w/ Challenge Court - All You Can Play 7-12am ,Organized Play Fees (6004),20.0,20.0,0.0,4220632,,The Aaron Special,2024-08-16T19:00:00,2024-08-16T23:59:00,"Court #5, Court #6, Court #7, Court #8",Account Credit,Fee,36329407,2024-08-16T17:55:22.177,2025-01-14T09:29:36.427,
